Date,Time,Visitor,G,Home,G,,Att.,LOG,Notes
3/17/2026,7:00 PM,Carolina Hurricanes,,Columbus Blue Jackets,,,,,
3/17/2026,7:30 PM,Minnesota Wild,,Chicago Blackhawks,,,,,
3/17/2026,9:00 PM,San Jose Sharks,,Edmonton Oilers,,,,,
3/17/2026,7:00 PM,Boston Bruins,,Montreal Canadiens,,,,,
3/17/2026,10:00 PM,Tampa Bay Lightning,,Seattle Kraken,,,,,
3/17/2026,7:00 PM,New York Islanders,,Toronto Maple Leafs,,,,,
3/17/2026,10:00 PM,Florida Panthers,,Vancouver Canucks,,,,,
3/17/2026,10:00 PM,Buffalo Sabres,,Vegas Golden Knights,,,,,
3/17/2026,8:00 PM,Nashville Predators,,Winnipeg Jets,,,,,
3/18/2026,10:00 PM,Philadelphia Flyers,,Anaheim Ducks,,,,,
3/18/2026,7:00 PM,Pittsburgh Penguins,,Carolina Hurricanes,,,,,
3/18/2026,9:30 PM,St. Louis Blues,,Calgary Flames,,,,,
3/18/2026,9:30 PM,Dallas Stars,,Colorado Avalanche,,,,,
3/18/2026,7:00 PM,New Jersey Devils,,New York Rangers,,,,,
3/18/2026,7:30 PM,Ottawa Senators,,Washington Capitals,,,,,
3/19/2026,7:00 PM,Winnipeg Jets,,Boston Bruins,,,,,
3/19/2026,7:00 PM,New York Rangers,,Columbus Blue Jackets,,,,,
3/19/2026,7:00 PM,Montreal Canadiens,,Detroit Red Wings,,,,,
3/19/2026,9:00 PM,Florida Panthers,,Edmonton Oilers,,,,,
3/19/2026,10:30 PM,Philadelphia Flyers,,Los Angeles Kings,,,,,
3/19/2026,7:30 PM,Chicago Blackhawks,,Minnesota Wild,,,,,
3/19/2026,8:00 PM,Seattle Kraken,,Nashville Predators,,,,,
3/19/2026,7:00 PM,New York Islanders,,Ottawa Senators,,,,,
3/19/2026,10:00 PM,Buffalo Sabres,,San Jose Sharks,,,,,
3/19/2026,10:00 PM,Tampa Bay Lightning,,Vancouver Canucks,,,,,
3/19/2026,10:00 PM,Utah Mammoth,,Vegas Golden Knights,,,,,
3/20/2026,9:00 PM,Florida Panthers,,Calgary Flames,,,,,
3/20/2026,8:30 PM,Colorado Avalanche,,Chicago Blackhawks,,,,,
3/20/2026,7:00 PM,Carolina Hurricanes,,Toronto Maple Leafs,,,,,
3/20/2026,10:00 PM,Anaheim Ducks,,Utah Mammoth,,,,,
3/20/2026,7:00 PM,New Jersey Devils,,Washington Capitals,,,,,
3/21/2026,5:00 PM,Seattle Kraken,,Columbus Blue Jackets,,,,,
3/21/2026,8:00 PM,Boston Bruins,,Detroit Red Wings,,,,,
3/21/2026,10:00 PM,Tampa Bay Lightning,,Edmonton Oilers,,,,,
3/21/2026,4:00 PM,Buffalo Sabres,,Los Angeles Kings,,,,,
3/21/2026,4:00 PM,Dallas Stars,,Minnesota Wild,,,,,
3/21/2026,7:00 PM,New York Islanders,,Montreal Canadiens,,,,,
3/21/2026,2:00 PM,Vegas Golden Knights,,Nashville Predators,,,,,
3/21/2026,7:00 PM,Toronto Maple Leafs,,Ottawa Senators,,,,,
3/21/2026,1:00 PM,Winnipeg Jets,,Pittsburgh Penguins,,,,,
3/21/2026,4:00 PM,Philadelphia Flyers,,San Jose Sharks,,,,,
3/21/2026,7:00 PM,St. Louis Blues,,Vancouver Canucks,,,,,
3/22/2026,8:00 PM,Buffalo Sabres,,Anaheim Ducks,,,,,
3/22/2026,8:00 PM,Tampa Bay Lightning,,Calgary Flames,,,,,
3/22/2026,3:00 PM,Nashville Predators,,Chicago Blackhawks,,,,,
3/22/2026,7:00 PM,Vegas Golden Knights,,Dallas Stars,,,,,
3/22/2026,7:00 PM,Columbus Blue Jackets,,New York Islanders,,,,,
3/22/2026,12:00 PM,Winnipeg Jets,,New York Rangers,,,,,
3/22/2026,3:00 PM,Carolina Hurricanes,,Pittsburgh Penguins,,,,,
3/22/2026,9:00 PM,Los Angeles Kings,,Utah Mammoth,,,,,
3/22/2026,12:30 PM,Colorado Avalanche,,Washington Capitals,,,,,
3/23/2026,7:30 PM,Ottawa Senators,,New York Rangers,,,,,
3/24/2026,7:00 PM,Toronto Maple Leafs,,Boston Bruins,,,,,
3/24/2026,9:00 PM,Los Angeles Kings,,Calgary Flames,,,,,
3/24/2026,8:00 PM,New Jersey Devils,,Dallas Stars,,,,,
3/24/2026,7:00 PM,Ottawa Senators,,Detroit Red Wings,,,,,
3/24/2026,7:00 PM,Seattle Kraken,,Florida Panthers,,,,,
3/24/2026,7:00 PM,Carolina Hurricanes,,Montreal Canadiens,,,,,
3/24/2026,8:00 PM,San Jose Sharks,,Nashville Predators,,,,,
3/24/2026,7:00 PM,Chicago Blackhawks,,New York Islanders,,,,,
3/24/2026,7:00 PM,Columbus Blue Jackets,,Philadelphia Flyers,,,,,
3/24/2026,7:00 PM,Colorado Avalanche,,Pittsburgh Penguins,,,,,
3/24/2026,8:00 PM,Washington Capitals,,St. Louis Blues,,,,,
3/24/2026,7:30 PM,Minnesota Wild,,Tampa Bay Lightning,,,,,
3/24/2026,9:30 PM,Edmonton Oilers,,Utah Mammoth,,,,,
3/24/2026,10:00 PM,Anaheim Ducks,,Vancouver Canucks,,,,,
3/24/2026,8:00 PM,Vegas Golden Knights,,Winnipeg Jets,,,,,
3/25/2026,7:00 PM,Boston Bruins,,Buffalo Sabres,,,,,
3/25/2026,7:30 PM,New York Rangers,,Toronto Maple Leafs,,,,,
3/26/2026,9:00 PM,Anaheim Ducks,,Calgary Flames,,,,,
3/26/2026,7:00 PM,Minnesota Wild,,Florida Panthers,,,,,
3/26/2026,7:00 PM,Columbus Blue Jackets,,Montreal Canadiens,,,,,
3/26/2026,8:00 PM,New Jersey Devils,,Nashville Predators,,,,,
3/26/2026,7:00 PM,Dallas Stars,,New York Islanders,,,,,
3/26/2026,7:00 PM,Pittsburgh Penguins,,Ottawa Senators,,,,,
3/26/2026,7:00 PM,Chicago Blackhawks,,Philadelphia Flyers,,,,,
3/26/2026,8:00 PM,San Jose Sharks,,St. Louis Blues,,,,,
3/26/2026,7:00 PM,Seattle Kraken,,Tampa Bay Lightning,,,,,
3/26/2026,9:00 PM,Washington Capitals,,Utah Mammoth,,,,,
3/26/2026,10:00 PM,Los Angeles Kings,,Vancouver Canucks,,,,,
3/26/2026,9:30 PM,Edmonton Oilers,,Vegas Golden Knights,,,,,
3/26/2026,8:00 PM,Colorado Avalanche,,Winnipeg Jets,,,,,
3/27/2026,7:00 PM,Detroit Red Wings,,Buffalo Sabres,,,,,
3/27/2026,7:00 PM,Chicago Blackhawks,,New York Rangers,,,,,
3/28/2026,5:00 PM,Minnesota Wild,,Boston Bruins,,,,,
3/28/2026,5:30 PM,Seattle Kraken,,Buffalo Sabres,,,,,
3/28/2026,5:00 PM,New Jersey Devils,,Carolina Hurricanes,,,,,
3/28/2026,5:00 PM,San Jose Sharks,,Columbus Blue Jackets,,,,,
3/28/2026,10:00 PM,Vancouver Canucks,,Calgary Flames,,,,,
3/28/2026,7:00 PM,Winnipeg Jets,,Colorado Avalanche,,,,,
3/28/2026,8:00 PM,Philadelphia Flyers,,Detroit Red Wings,,,,,
3/28/2026,3:30 PM,Anaheim Ducks,,Edmonton Oilers,,,,,
3/28/2026,9:00 PM,Utah Mammoth,,Los Angeles Kings,,,,,
3/28/2026,7:00 PM,Montreal Canadiens,,Nashville Predators,,,,,
3/28/2026,1:00 PM,Florida Panthers,,New York Islanders,,,,,
3/28/2026,5:00 PM,Dallas Stars,,Pittsburgh Penguins,,,,,
3/28/2026,7:00 PM,Toronto Maple Leafs,,St. Louis Blues,,,,,
3/28/2026,1:00 PM,Ottawa Senators,,Tampa Bay Lightning,,,,,
3/28/2026,10:30 PM,Washington Capitals,,Vegas Golden Knights,,,,,
3/29/2026,5:00 PM,Montreal Canadiens,,Carolina Hurricanes,,,,,
3/29/2026,5:00 PM,Boston Bruins,,Columbus Blue Jackets,,,,,
3/29/2026,7:00 PM,Chicago Blackhawks,,New Jersey Devils,,,,,
3/29/2026,1:00 PM,Florida Panthers,,New York Rangers,,,,,
3/29/2026,7:00 PM,Dallas Stars,,Philadelphia Flyers,,,,,
3/29/2026,5:00 PM,Nashville Predators,,Tampa Bay Lightning,,,,,
3/30/2026,10:00 PM,Toronto Maple Leafs,,Anaheim Ducks,,,,,
3/30/2026,8:30 PM,Calgary Flames,,Colorado Avalanche,,,,,
3/30/2026,7:00 PM,Pittsburgh Penguins,,New York Islanders,,,,,
3/30/2026,10:00 PM,St. Louis Blues,,San Jose Sharks,,,,,
3/30/2026,10:00 PM,Vancouver Canucks,,Vegas Golden Knights,,,,,
3/31/2026,7:00 PM,Dallas Stars,,Boston Bruins,,,,,
3/31/2026,7:00 PM,New York Islanders,,Buffalo Sabres,,,,,
3/31/2026,7:30 PM,Carolina Hurricanes,,Columbus Blue Jackets,,,,,
3/31/2026,8:30 PM,Winnipeg Jets,,Chicago Blackhawks,,,,,
3/31/2026,9:00 PM,Seattle Kraken,,Edmonton Oilers,,,,,
3/31/2026,7:00 PM,Ottawa Senators,,Florida Panthers,,,,,
3/31/2026,7:00 PM,New Jersey Devils,,New York Rangers,,,,,
3/31/2026,7:00 PM,Detroit Red Wings,,Pittsburgh Penguins,,,,,
3/31/2026,7:00 PM,Montreal Canadiens,,Tampa Bay Lightning,,,,,
3/31/2026,7:00 PM,Philadelphia Flyers,,Washington Capitals,,,,,
4/1/2026,8:30 PM,Vancouver Canucks,,Colorado Avalanche,,,,,
4/1/2026,9:00 PM,St. Louis Blues,,Los Angeles Kings,,,,,
4/1/2026,10:00 PM,Anaheim Ducks,,San Jose Sharks,,,,,
4/2/2026,7:00 PM,Columbus Blue Jackets,,Carolina Hurricanes,,,,,
4/2/2026,8:00 PM,Winnipeg Jets,,Dallas Stars,,,,,
4/2/2026,9:00 PM,Chicago Blackhawks,,Edmonton Oilers,,,,,
4/2/2026,7:00 PM,Boston Bruins,,Florida Panthers,,,,,
4/2/2026,10:30 PM,Nashville Predators,,Los Angeles Kings,,,,,
4/2/2026,8:00 PM,Vancouver Canucks,,Minnesota Wild,,,,,
4/2/2026,7:30 PM,Washington Capitals,,New Jersey Devils,,,,,
4/2/2026,7:00 PM,Montreal Canadiens,,New York Rangers,,,,,
4/2/2026,7:00 PM,Buffalo Sabres,,Ottawa Senators,,,,,
4/2/2026,7:00 PM,Detroit Red Wings,,Philadelphia Flyers,,,,,
4/2/2026,10:00 PM,Utah Mammoth,,Seattle Kraken,,,,,
4/2/2026,10:00 PM,Toronto Maple Leafs,,San Jose Sharks,,,,,
4/2/2026,7:00 PM,Pittsburgh Penguins,,Tampa Bay Lightning,,,,,
4/2/2026,10:00 PM,Calgary Flames,,Vegas Golden Knights,,,,,
4/3/2026,10:00 PM,St. Louis Blues,,Anaheim Ducks,,,,,
4/3/2026,7:00 PM,Philadelphia Flyers,,New York Islanders,,,,,
4/4/2026,10:00 PM,Calgary Flames,,Anaheim Ducks,,,,,
4/4/2026,7:00 PM,New York Islanders,,Carolina Hurricanes,,,,,
4/4/2026,7:00 PM,Winnipeg Jets,,Columbus Blue Jackets,,,,,
4/4/2026,3:00 PM,Colorado Avalanche,,Dallas Stars,,,,,
4/4/2026,10:00 PM,Vegas Golden Knights,,Edmonton Oilers,,,,,
4/4/2026,7:00 PM,Toronto Maple Leafs,,Los Angeles Kings,,,,,
4/4/2026,7:00 PM,Montreal Canadiens,,New Jersey Devils,,,,,
4/4/2026,12:30 PM,Detroit Red Wings,,New York Rangers,,,,,
4/4/2026,1:00 PM,Minnesota Wild,,Ottawa Senators,,,,,
4/4/2026,5:00 PM,Florida Panthers,,Pittsburgh Penguins,,,,,
4/4/2026,10:00 PM,Chicago Blackhawks,,Seattle Kraken,,,,,
4/4/2026,10:00 PM,Nashville Predators,,San Jose Sharks,,,,,
4/4/2026,5:00 PM,Boston Bruins,,Tampa Bay Lightning,,,,,
4/4/2026,7:00 PM,Utah Mammoth,,Vancouver Canucks,,,,,
4/4/2026,7:00 PM,Buffalo Sabres,,Washington Capitals,,,,,
4/5/2026,9:30 PM,St. Louis Blues,,Colorado Avalanche,,,,,
4/5/2026,1:00 PM,Minnesota Wild,,Detroit Red Wings,,,,,
4/5/2026,7:00 PM,New Jersey Devils,,Montreal Canadiens,,,,,
4/5/2026,7:00 PM,Washington Capitals,,New York Rangers,,,,,
4/5/2026,5:00 PM,Carolina Hurricanes,,Ottawa Senators,,,,,
4/5/2026,3:30 PM,Boston Bruins,,Philadelphia Flyers,,,,,
4/5/2026,3:00 PM,Florida Panthers,,Pittsburgh Penguins,,,,,
4/6/2026,7:00 PM,Tampa Bay Lightning,,Buffalo Sabres,,,,,
4/6/2026,10:30 PM,Nashville Predators,,Los Angeles Kings,,,,,
4/6/2026,10:00 PM,Chicago Blackhawks,,San Jose Sharks,,,,,
4/6/2026,7:30 PM,Seattle Kraken,,Winnipeg Jets,,,,,
4/7/2026,10:00 PM,Nashville Predators,,Anaheim Ducks,,,,,
4/7/2026,7:00 PM,Boston Bruins,,Carolina Hurricanes,,,,,
4/7/2026,8:00 PM,Calgary Flames,,Dallas Stars,,,,,
4/7/2026,7:00 PM,Columbus Blue Jackets,,Detroit Red Wings,,,,,
4/7/2026,8:00 PM,Seattle Kraken,,Minnesota Wild,,,,,
4/7/2026,7:00 PM,Florida Panthers,,Montreal Canadiens,,,,,
4/7/2026,7:00 PM,Philadelphia Flyers,,New Jersey Devils,,,,,
4/7/2026,7:00 PM,Tampa Bay Lightning,,Ottawa Senators,,,,,
4/7/2026,8:00 PM,Colorado Avalanche,,St. Louis Blues,,,,,
4/7/2026,9:30 PM,Edmonton Oilers,,Utah Mammoth,,,,,
4/7/2026,10:00 PM,Vegas Golden Knights,,Vancouver Canucks,,,,,
4/8/2026,7:00 PM,Buffalo Sabres,,New York Rangers,,,,,
4/8/2026,10:00 PM,Edmonton Oilers,,San Jose Sharks,,,,,
4/8/2026,7:30 PM,Washington Capitals,,Toronto Maple Leafs,,,,,
4/9/2026,10:00 PM,San Jose Sharks,,Anaheim Ducks,,,,,
4/9/2026,7:00 PM,Columbus Blue Jackets,,Buffalo Sabres,,,,,
4/9/2026,8:30 PM,Carolina Hurricanes,,Chicago Blackhawks,,,,,
4/9/2026,9:00 PM,Calgary Flames,,Colorado Avalanche,,,,,
4/9/2026,9:00 PM,Minnesota Wild,,Dallas Stars,,,,,
4/9/2026,6:30 PM,Philadelphia Flyers,,Detroit Red Wings,,,,,
4/9/2026,10:30 PM,Vancouver Canucks,,Los Angeles Kings,,,,,
4/9/2026,7:00 PM,Tampa Bay Lightning,,Montreal Canadiens,,,,,
4/9/2026,7:00 PM,Pittsburgh Penguins,,New Jersey Devils,,,,,
4/9/2026,7:00 PM,Toronto Maple Leafs,,New York Islanders,,,,,
4/9/2026,7:00 PM,Florida Panthers,,Ottawa Senators,,,,,
4/9/2026,10:00 PM,Vegas Golden Knights,,Seattle Kraken,,,,,
4/9/2026,8:00 PM,Winnipeg Jets,,St. Louis Blues,,,,,
4/9/2026,9:00 PM,Nashville Predators,,Utah Mammoth,,,,,
4/11/2026,12:30 PM,Tampa Bay Lightning,,Boston Bruins,,,,,
4/11/2026,5:00 PM,St. Louis Blues,,Chicago Blackhawks,,,,,
4/11/2026,8:00 PM,Vegas Golden Knights,,Colorado Avalanche,,,,,
4/11/2026,5:00 PM,New York Rangers,,Dallas Stars,,,,,
4/11/2026,5:00 PM,New Jersey Devils,,Detroit Red Wings,,,,,
4/11/2026,4:00 PM,Edmonton Oilers,,Los Angeles Kings,,,,,
4/11/2026,7:00 PM,Columbus Blue Jackets,,Montreal Canadiens,,,,,
4/11/2026,5:00 PM,Minnesota Wild,,Nashville Predators,,,,,
4/11/2026,1:00 PM,Ottawa Senators,,New York Islanders,,,,,
4/11/2026,3:00 PM,Washington Capitals,,Pittsburgh Penguins,,,,,
4/11/2026,7:00 PM,Calgary Flames,,Seattle Kraken,,,,,
4/11/2026,10:00 PM,Vancouver Canucks,,San Jose Sharks,,,,,
4/11/2026,7:00 PM,Florida Panthers,,Toronto Maple Leafs,,,,,
4/11/2026,5:00 PM,Carolina Hurricanes,,Utah Mammoth,,,,,
4/11/2026,7:00 PM,Philadelphia Flyers,,Winnipeg Jets,,,,,
4/12/2026,8:00 PM,Vancouver Canucks,,Anaheim Ducks,,,,,
4/12/2026,6:00 PM,Boston Bruins,,Columbus Blue Jackets,,,,,
4/12/2026,9:00 PM,Utah Mammoth,,Calgary Flames,,,,,
4/12/2026,7:00 PM,Ottawa Senators,,New Jersey Devils,,,,,
4/12/2026,6:00 PM,Montreal Canadiens,,New York Islanders,,,,,
4/12/2026,3:00 PM,Pittsburgh Penguins,,Washington Capitals,,,,,
4/13/2026,8:30 PM,Buffalo Sabres,,Chicago Blackhawks,,,,,
4/13/2026,9:30 PM,Colorado Avalanche,,Edmonton Oilers,,,,,
4/13/2026,7:00 PM,New York Rangers,,Florida Panthers,,,,,
4/13/2026,8:00 PM,San Jose Sharks,,Nashville Predators,,,,,
4/13/2026,7:00 PM,Carolina Hurricanes,,Philadelphia Flyers,,,,,
4/13/2026,9:30 PM,Los Angeles Kings,,Seattle Kraken,,,,,
4/13/2026,8:00 PM,Minnesota Wild,,St. Louis Blues,,,,,
4/13/2026,7:00 PM,Detroit Red Wings,,Tampa Bay Lightning,,,,,
4/13/2026,7:30 PM,Dallas Stars,,Toronto Maple Leafs,,,,,
4/13/2026,10:00 PM,Winnipeg Jets,,Vegas Golden Knights,,,,,
4/14/2026,7:00 PM,New Jersey Devils,,Boston Bruins,,,,,
4/14/2026,7:00 PM,Washington Capitals,,Columbus Blue Jackets,,,,,
4/14/2026,9:00 PM,Colorado Avalanche,,Calgary Flames,,,,,
4/14/2026,8:00 PM,Anaheim Ducks,,Minnesota Wild,,,,,
4/14/2026,7:00 PM,Carolina Hurricanes,,New York Islanders,,,,,
4/14/2026,7:00 PM,Montreal Canadiens,,Philadelphia Flyers,,,,,
4/14/2026,9:30 PM,Pittsburgh Penguins,,St. Louis Blues,,,,,
4/14/2026,9:00 PM,Winnipeg Jets,,Utah Mammoth,,,,,
4/14/2026,10:00 PM,Los Angeles Kings,,Vancouver Canucks,,,,,
4/15/2026,7:00 PM,Dallas Stars,,Buffalo Sabres,,,,,
4/15/2026,8:30 PM,San Jose Sharks,,Chicago Blackhawks,,,,,
4/15/2026,7:00 PM,Detroit Red Wings,,Florida Panthers,,,,,
4/15/2026,7:30 PM,Toronto Maple Leafs,,Ottawa Senators,,,,,
4/15/2026,7:00 PM,New York Rangers,,Tampa Bay Lightning,,,,,
4/15/2026,10:00 PM,Seattle Kraken,,Vegas Golden Knights,,,,,
4/16/2026,9:00 PM,Los Angeles Kings,,Calgary Flames,,,,,
4/16/2026,10:30 PM,Seattle Kraken,,Colorado Avalanche,,,,,
4/16/2026,9:00 PM,Vancouver Canucks,,Edmonton Oilers,,,,,
4/16/2026,8:00 PM,Anaheim Ducks,,Nashville Predators,,,,,
4/16/2026,8:00 PM,St. Louis Blues,,Utah Mammoth,,,,,
4/16/2026,8:00 PM,San Jose Sharks,,Winnipeg Jets,,,,,
