Date,Visitor,G,Home,G,,Att.,LOG,Notes
11/23/2019,Edmonton Oilers,4,Vegas Golden Knights,2,,18319,2:28,
11/23/2019,Columbus Blue Jackets,3,Winnipeg Jets,4,,15325,2:28,
11/23/2019,Vancouver Canucks,2,Washington Capitals,1,SO,18573,2:40,
11/24/2019,Edmonton Oilers,4,Arizona Coyotes,3,SO,12908,2:35,
11/24/2019,Carolina Hurricanes,2,Detroit Red Wings,0,,18726,2:25,
11/24/2019,Buffalo Sabres,5,Florida Panthers,2,,14443,2:21,
11/25/2019,New York Islanders,0,Anaheim Ducks,3,,16269,2:28,
11/25/2019,Ottawa Senators,0,Columbus Blue Jackets,1,,14730,2:22,
11/25/2019,Vegas Golden Knights,2,Dallas Stars,4,,18532,2:24,
11/25/2019,San Jose Sharks,4,Los Angeles Kings,3,OT,16927,2:29,
11/25/2019,St. Louis Blues,2,Nashville Predators,3,SO,17168,2:39,
11/25/2019,Minnesota Wild,2,New York Rangers,3,OT,18006,2:31,
11/25/2019,Vancouver Canucks,1,Philadelphia Flyers,2,,17083,2:21,
11/25/2019,Calgary Flames,2,Pittsburgh Penguins,3,OT,18437,2:33,
11/25/2019,Buffalo Sabres,2,Tampa Bay Lightning,5,,19092,2:24,
11/26/2019,Dallas Stars,0,Chicago Blackhawks,3,,21210,2:21,
11/26/2019,Boston Bruins,8,Montreal Canadiens,1,,21302,2:27,
11/26/2019,Minnesota Wild,3,New Jersey Devils,2,,14627,2:34,
11/27/2019,Anaheim Ducks,3,Arizona Coyotes,4,SO,14741,2:37,
11/27/2019,Calgary Flames,3,Buffalo Sabres,2,OT,17485,2:25,
11/27/2019,Philadelphia Flyers,3,Columbus Blue Jackets,2,,14975,2:20,
11/27/2019,Edmonton Oilers,1,Colorado Avalanche,4,,18021,2:27,
11/27/2019,Toronto Maple Leafs,6,Detroit Red Wings,0,,19515,2:26,
11/27/2019,New York Islanders,1,Los Angeles Kings,4,,16082,2:26,
11/27/2019,Vegas Golden Knights,4,Nashville Predators,3,OT,17326,2:28,
11/27/2019,Carolina Hurricanes,2,New York Rangers,3,,17269,2:32,
11/27/2019,Boston Bruins,2,Ottawa Senators,1,,13336,2:17,
11/27/2019,Vancouver Canucks,6,Pittsburgh Penguins,8,,18465,2:40,
11/27/2019,Winnipeg Jets,5,San Jose Sharks,1,,16008,2:25,
11/27/2019,St. Louis Blues,4,Tampa Bay Lightning,3,,19092,2:28,
11/27/2019,Florida Panthers,3,Washington Capitals,4,,18573,2:23,
11/28/2019,New Jersey Devils,6,Montreal Canadiens,4,,20876,2:35,
11/29/2019,Winnipeg Jets,3,Anaheim Ducks,0,,16301,2:24,
11/29/2019,New York Rangers,2,Boston Bruins,3,OT,17850,2:28,
11/29/2019,Toronto Maple Leafs,4,Buffalo Sabres,6,,19070,2:28,
11/29/2019,Nashville Predators,3,Carolina Hurricanes,0,,18680,2:25,
11/29/2019,Pittsburgh Penguins,2,Columbus Blue Jackets,5,,17402,2:30,
11/29/2019,Colorado Avalanche,5,Chicago Blackhawks,2,,21822,2:26,
11/29/2019,St. Louis Blues,3,Dallas Stars,1,,18532,2:28,
11/29/2019,Ottawa Senators,2,Minnesota Wild,7,,17112,2:34,
11/29/2019,Detroit Red Wings,1,Philadelphia Flyers,6,,18566,2:23,
11/29/2019,Los Angeles Kings,1,San Jose Sharks,4,,16893,2:17,
11/29/2019,Arizona Coyotes,1,Vegas Golden Knights,2,SO,18326,2:43,
11/29/2019,Tampa Bay Lightning,3,Washington Capitals,4,OT,18573,2:41,
11/30/2019,San Jose Sharks,4,Arizona Coyotes,2,,15485,2:16,
11/30/2019,Ottawa Senators,1,Calgary Flames,3,,18919,2:27,
11/30/2019,Chicago Blackhawks,3,Colorado Avalanche,7,,18015,2:30,
11/30/2019,Washington Capitals,5,Detroit Red Wings,2,,19190,2:26,
11/30/2019,Vancouver Canucks,5,Edmonton Oilers,2,,18035,2:25,
11/30/2019,Nashville Predators,0,Florida Panthers,3,,14285,2:22,
11/30/2019,Winnipeg Jets,1,Los Angeles Kings,2,,17249,2:26,
11/30/2019,Philadelphia Flyers,4,Montreal Canadiens,3,OT,21213,2:31,
11/30/2019,New York Rangers,4,New Jersey Devils,0,,16514,2:30,
11/30/2019,Columbus Blue Jackets,0,New York Islanders,2,,13433,2:13,at Barclays Center (Brooklyn NY)
11/30/2019,Pittsburgh Penguins,2,St. Louis Blues,5,,18096,2:19,
11/30/2019,Carolina Hurricanes,3,Tampa Bay Lightning,2,,19092,2:29,
11/30/2019,Buffalo Sabres,1,Toronto Maple Leafs,2,OT,19250,2:29,
12/1/2019,Montreal Canadiens,1,Boston Bruins,3,,17850,2:31,
12/1/2019,Dallas Stars,2,Minnesota Wild,3,SO,17096,2:35,
12/1/2019,Edmonton Oilers,3,Vancouver Canucks,2,,18871,2:22,
12/2/2019,Los Angeles Kings,2,Anaheim Ducks,4,,15434,2:28,
12/2/2019,New Jersey Devils,1,Buffalo Sabres,7,,15422,2:25,
12/2/2019,St. Louis Blues,4,Chicago Blackhawks,0,,21204,2:17,
12/2/2019,New York Islanders,4,Detroit Red Wings,1,,17510,2:22,
12/2/2019,Vegas Golden Knights,4,New York Rangers,1,,16325,2:18,
12/3/2019,Carolina Hurricanes,0,Boston Bruins,2,,17850,2:26,
12/3/2019,Arizona Coyotes,4,Columbus Blue Jackets,2,,14455,2:23,
12/3/2019,Minnesota Wild,4,Florida Panthers,2,,10167,2:23,
12/3/2019,New York Islanders,2,Montreal Canadiens,4,,20440,2:32,
12/3/2019,Vegas Golden Knights,4,New Jersey Devils,3,,12831,2:29,
12/3/2019,Tampa Bay Lightning,3,Nashville Predators,2,OT,17163,2:38,
12/3/2019,Toronto Maple Leafs,1,Philadelphia Flyers,6,,15811,2:15,
12/3/2019,Washington Capitals,5,San Jose Sharks,2,,15762,2:15,
12/3/2019,Ottawa Senators,2,Vancouver Canucks,5,,18559,2:24,
12/3/2019,Dallas Stars,1,Winnipeg Jets,5,,15325,2:32,
12/4/2019,Ottawa Senators,5,Edmonton Oilers,2,,17162,2:28,
12/4/2019,Washington Capitals,3,Los Angeles Kings,1,,16102,2:27,
12/4/2019,St. Louis Blues,0,Pittsburgh Penguins,3,,18411,2:22,
12/4/2019,Colorado Avalanche,3,Toronto Maple Leafs,1,,19351,2:20,
12/5/2019,Chicago Blackhawks,4,Boston Bruins,3,OT,17850,2:32,
12/5/2019,San Jose Sharks,2,Carolina Hurricanes,3,SO,14275,2:41,
12/5/2019,New York Rangers,3,Columbus Blue Jackets,2,,15785,2:25,
12/5/2019,Buffalo Sabres,3,Calgary Flames,4,,18085,2:27,
12/5/2019,Winnipeg Jets,2,Dallas Stars,3,OT,17983,2:35,
12/5/2019,Colorado Avalanche,3,Montreal Canadiens,2,,21302,2:31,
12/5/2019,Vegas Golden Knights,2,New York Islanders,3,OT,13117,2:29,
12/5/2019,Arizona Coyotes,3,Philadelphia Flyers,1,,17440,2:27,
12/5/2019,Minnesota Wild,5,Tampa Bay Lightning,4,,19092,2:23,
12/6/2019,Washington Capitals,3,Anaheim Ducks,2,,15945,2:38,
12/6/2019,Los Angeles Kings,1,Edmonton Oilers,2,,17044,2:26,
12/6/2019,Chicago Blackhawks,2,New Jersey Devils,1,SO,15273,2:37,
12/6/2019,Montreal Canadiens,2,New York Rangers,1,,17354,2:21,
12/6/2019,Arizona Coyotes,0,Pittsburgh Penguins,2,,18432,2:25,
12/7/2019,Colorado Avalanche,4,Boston Bruins,1,,17850,2:52,
12/7/2019,Minnesota Wild,2,Carolina Hurricanes,6,,18680,2:27,
12/7/2019,Los Angeles Kings,3,Calgary Flames,4,,19080,2:27,
12/7/2019,New York Islanders,1,Dallas Stars,3,,18532,2:22,
12/7/2019,Pittsburgh Penguins,5,Detroit Red Wings,3,,19515,2:29,
12/7/2019,Columbus Blue Jackets,1,Florida Panthers,4,,11640,2:22,
12/7/2019,New Jersey Devils,4,Nashville Predators,6,,17418,2:29,
12/7/2019,Ottawa Senators,3,Philadelphia Flyers,4,,18031,2:29,
12/7/2019,Toronto Maple Leafs,5,St. Louis Blues,2,,18096,2:24,
12/7/2019,San Jose Sharks,1,Tampa Bay Lightning,7,,19092,2:28,
12/7/2019,Buffalo Sabres,5,Vancouver Canucks,6,OT,18871,2:33,
12/8/2019,Arizona Coyotes,4,Chicago Blackhawks,3,SO,21232,2:33,
12/8/2019,Buffalo Sabres,3,Edmonton Oilers,2,OT,17227,2:22,
12/8/2019,San Jose Sharks,1,Florida Panthers,5,,11340,2:17,
12/8/2019,New York Rangers,5,Vegas Golden Knights,0,,18236,2:35,
12/8/2019,Anaheim Ducks,2,Winnipeg Jets,3,,15325,2:27,
12/9/2019,Calgary Flames,5,Colorado Avalanche,4,OT,17588,2:34,
12/9/2019,Boston Bruins,2,Ottawa Senators,5,,13894,2:34,
12/9/2019,New York Islanders,5,Tampa Bay Lightning,1,,19092,2:21,
12/9/2019,Columbus Blue Jackets,5,Washington Capitals,2,,18573,2:31,
12/10/2019,Calgary Flames,5,Arizona Coyotes,2,,11198,2:26,
12/10/2019,St. Louis Blues,2,Buffalo Sabres,5,,16521,2:21,
12/10/2019,New Jersey Devils,0,Dallas Stars,2,,18134,2:27,
12/10/2019,Carolina Hurricanes,6,Edmonton Oilers,3,,16175,2:31,
12/10/2019,Tampa Bay Lightning,2,Florida Panthers,1,,10685,2:31,
12/10/2019,New York Rangers,1,Los Angeles Kings,3,,17826,2:26,
12/10/2019,Anaheim Ducks,3,Minnesota Wild,2,SO,17154,2:46,
12/10/2019,San Jose Sharks,1,Nashville Predators,3,,17160,2:33,
12/10/2019,Montreal Canadiens,4,Pittsburgh Penguins,1,,18422,2:25,
12/10/2019,Toronto Maple Leafs,4,Vancouver Canucks,1,,18290,2:17,
12/10/2019,Chicago Blackhawks,1,Vegas Golden Knights,5,,18319,2:30,
12/10/2019,Detroit Red Wings,1,Winnipeg Jets,5,,15325,2:29,
12/11/2019,Philadelphia Flyers,1,Colorado Avalanche,3,,17905,2:26,
12/11/2019,Ottawa Senators,2,Montreal Canadiens,3,OT,21055,2:34,
12/11/2019,Boston Bruins,2,Washington Capitals,3,,18573,2:31,
12/12/2019,Los Angeles Kings,2,Anaheim Ducks,1,,16008,2:26,
12/12/2019,Chicago Blackhawks,2,Arizona Coyotes,5,,13150,2:19,
12/12/2019,Nashville Predators,3,Buffalo Sabres,4,,17211,2:27,
12/12/2019,Toronto Maple Leafs,2,Calgary Flames,4,,19289,2:20,
12/12/2019,Winnipeg Jets,2,Detroit Red Wings,5,,18832,2:27,
12/12/2019,New York Islanders,3,Florida Panthers,1,,12609,2:29,
12/12/2019,Edmonton Oilers,5,Minnesota Wild,6,,17271,2:30,
12/12/2019,Columbus Blue Jackets,0,Pittsburgh Penguins,1,OT,18415,2:24,
12/12/2019,New York Rangers,6,San Jose Sharks,3,,16381,2:19,
12/12/2019,Vegas Golden Knights,2,St. Louis Blues,4,,18096,2:15,
12/12/2019,Boston Bruins,2,Tampa Bay Lightning,3,,19092,2:32,
12/12/2019,Carolina Hurricanes,0,Vancouver Canucks,1,OT,18626,2:28,
12/13/2019,New Jersey Devils,1,Colorado Avalanche,3,,18034,2:22,
12/13/2019,Vegas Golden Knights,3,Dallas Stars,2,OT,18532,2:29,
12/14/2019,New York Rangers,3,Anaheim Ducks,4,SO,14707,2:38,
12/14/2019,New Jersey Devils,2,Arizona Coyotes,1,,17125,2:33,
12/14/2019,Carolina Hurricanes,4,Calgary Flames,0,,18853,2:29,
12/14/2019,Toronto Maple Leafs,4,Edmonton Oilers,1,,18347,2:36,
12/14/2019,Boston Bruins,4,Florida Panthers,2,,15157,2:35,
12/14/2019,Philadelphia Flyers,1,Minnesota Wild,4,,17140,2:23,
12/14/2019,Detroit Red Wings,2,Montreal Canadiens,1,,21302,2:28,
12/14/2019,Dallas Stars,4,Nashville Predators,1,,17586,2:28,
12/14/2019,Buffalo Sabres,2,New York Islanders,3,OT,13795,2:28,
12/14/2019,Columbus Blue Jackets,3,Ottawa Senators,4,OT,11020,2:36,
12/14/2019,Los Angeles Kings,4,Pittsburgh Penguins,5,SO,18581,2:47,
12/14/2019,Vancouver Canucks,2,San Jose Sharks,4,,16242,2:25,
12/14/2019,Chicago Blackhawks,3,St. Louis Blues,4,,18096,2:21,
12/14/2019,Washington Capitals,5,Tampa Bay Lightning,2,,19092,2:31,
12/15/2019,Minnesota Wild,3,Chicago Blackhawks,5,,21513,2:38,
12/15/2019,Los Angeles Kings,4,Detroit Red Wings,2,,18540,2:21,
12/15/2019,Vancouver Canucks,3,Vegas Golden Knights,6,,18066,2:46,
12/15/2019,Philadelphia Flyers,3,Winnipeg Jets,7,,15325,2:26,
12/16/2019,Washington Capitals,0,Columbus Blue Jackets,3,,16602,2:34,
12/16/2019,Edmonton Oilers,2,Dallas Stars,1,,18096,2:16,
12/16/2019,Ottawa Senators,1,Florida Panthers,6,,10448,2:31,
12/16/2019,Nashville Predators,5,New York Rangers,2,,17286,2:27,
12/16/2019,Colorado Avalanche,2,St. Louis Blues,5,,18096,2:24,
12/17/2019,Los Angeles Kings,4,Boston Bruins,3,OT,17850,2:43,
12/17/2019,Pittsburgh Penguins,4,Calgary Flames,1,,18412,2:22,
12/17/2019,Columbus Blue Jackets,5,Detroit Red Wings,3,,17639,2:26,
12/17/2019,Nashville Predators,8,New York Islanders,3,,12114,2:34,
12/17/2019,Anaheim Ducks,1,Philadelphia Flyers,4,,18449,2:27,
12/17/2019,Arizona Coyotes,3,San Jose Sharks,2,,16076,2:23,
12/17/2019,Ottawa Senators,3,Tampa Bay Lightning,4,OT,19092,2:31,
12/17/2019,Buffalo Sabres,3,Toronto Maple Leafs,5,,19365,2:20,
12/17/2019,Montreal Canadiens,3,Vancouver Canucks,1,,18788,2:29,
12/17/2019,Minnesota Wild,2,Vegas Golden Knights,3,,18220,2:29,
12/17/2019,Carolina Hurricanes,6,Winnipeg Jets,3,,15325,2:28,
12/18/2019,Colorado Avalanche,4,Chicago Blackhawks,1,,21481,2:29,
12/18/2019,Anaheim Ducks,1,New Jersey Devils,3,,13936,2:23,
12/18/2019,Edmonton Oilers,1,St. Louis Blues,2,,18096,2:27,
12/19/2019,Minnesota Wild,8,Arizona Coyotes,5,,15582,2:36,
12/19/2019,New York Islanders,3,Boston Bruins,2,SO,17850,2:37,
12/19/2019,Los Angeles Kings,2,Columbus Blue Jackets,3,OT,17117,2:34,
12/19/2019,Montreal Canadiens,4,Calgary Flames,3,OT,19172,2:41,
12/19/2019,Carolina Hurricanes,3,Colorado Avalanche,1,,18015,2:30,
12/19/2019,Nashville Predators,4,Ottawa Senators,5,OT,10407,2:40,
12/19/2019,Buffalo Sabres,1,Philadelphia Flyers,6,,18124,2:22,
12/19/2019,Dallas Stars,4,Tampa Bay Lightning,3,OT,19092,2:39,
12/19/2019,Vegas Golden Knights,4,Vancouver Canucks,5,OT,18871,2:36,
12/19/2019,Chicago Blackhawks,4,Winnipeg Jets,1,,15325,2:22,
12/20/2019,Pittsburgh Penguins,5,Edmonton Oilers,2,,18347,2:21,
12/20/2019,Dallas Stars,4,Florida Panthers,7,,14040,2:30,
12/20/2019,Washington Capitals,6,New Jersey Devils,3,,15021,2:29,
12/20/2019,Toronto Maple Leafs,6,New York Rangers,3,,16909,2:24,
12/21/2019,Nashville Predators,4,Boston Bruins,3,OT,17850,2:41,
12/21/2019,Los Angeles Kings,2,Buffalo Sabres,3,,17484,2:26,
12/21/2019,Florida Panthers,4,Carolina Hurricanes,2,,18224,2:30,
12/21/2019,New Jersey Devils,1,Columbus Blue Jackets,5,,17188,2:28,
12/21/2019,Chicago Blackhawks,5,Colorado Avalanche,3,,18056,2:28,
12/21/2019,Montreal Canadiens,3,Edmonton Oilers,4,,18347,2:27,
12/21/2019,Winnipeg Jets,6,Minnesota Wild,0,,17319,2:23,
12/21/2019,Anaheim Ducks,6,New York Islanders,5,SO,13917,2:44,
12/21/2019,Philadelphia Flyers,5,Ottawa Senators,4,SO,11203,2:39,
12/21/2019,St. Louis Blues,5,San Jose Sharks,2,,16065,2:23,
12/21/2019,Detroit Red Wings,1,Toronto Maple Leafs,4,,19080,2:24,
12/21/2019,Pittsburgh Penguins,1,Vancouver Canucks,4,,18285,2:29,
12/21/2019,Tampa Bay Lightning,1,Washington Capitals,3,,18573,2:33,
12/22/2019,Calgary Flames,5,Dallas Stars,1,,18532,2:32,
12/22/2019,Arizona Coyotes,5,Detroit Red Wings,2,,19515,2:24,
12/22/2019,Anaheim Ducks,1,New York Rangers,5,,17465,2:31,
12/22/2019,Vegas Golden Knights,3,San Jose Sharks,1,,17015,2:25,
12/23/2019,Washington Capitals,3,Boston Bruins,7,,17850,2:58,
12/23/2019,New Jersey Devils,7,Chicago Blackhawks,1,,21559,2:28,
12/23/2019,St. Louis Blues,4,Los Angeles Kings,1,,18230,2:23,
12/23/2019,Calgary Flames,0,Minnesota Wild,3,,17596,2:24,
12/23/2019,Arizona Coyotes,2,Nashville Predators,3,,17697,2:23,
12/23/2019,Columbus Blue Jackets,3,New York Islanders,2,,13917,2:24,
12/23/2019,Buffalo Sabres,1,Ottawa Senators,3,,11838,2:30,
12/23/2019,New York Rangers,1,Philadelphia Flyers,5,,19776,2:45,
12/23/2019,Florida Panthers,1,Tampa Bay Lightning,6,,19092,2:25,
12/23/2019,Carolina Hurricanes,6,Toronto Maple Leafs,8,,19176,2:29,
12/23/2019,Edmonton Oilers,2,Vancouver Canucks,4,,18851,2:22,
12/23/2019,Colorado Avalanche,7,Vegas Golden Knights,3,,18425,2:40,
12/23/2019,Montreal Canadiens,6,Winnipeg Jets,2,,15325,2:31,
12/27/2019,Vegas Golden Knights,3,Anaheim Ducks,4,,16601,2:21,
12/27/2019,Boston Bruins,3,Buffalo Sabres,0,,19070,2:22,
12/27/2019,New York Islanders,2,Chicago Blackhawks,5,,21747,2:29,
12/27/2019,Minnesota Wild,6,Colorado Avalanche,4,,18146,2:35,
12/27/2019,Calgary Flames,5,Edmonton Oilers,1,,18347,2:20,
12/27/2019,Toronto Maple Leafs,5,New Jersey Devils,4,OT,16514,2:36,
12/27/2019,Pittsburgh Penguins,5,Nashville Predators,2,,17849,2:31,
12/27/2019,Carolina Hurricanes,3,New York Rangers,5,,17498,2:34,
12/27/2019,Los Angeles Kings,3,San Jose Sharks,2,OT,16610,2:18,
12/27/2019,St. Louis Blues,5,Winnipeg Jets,4,OT,15325,2:28,
12/27/2019,Columbus Blue Jackets,1,Washington Capitals,2,OT,18573,2:32,
12/28/2019,Washington Capitals,4,Carolina Hurricanes,6,,18680,2:30,
12/28/2019,Colorado Avalanche,2,Dallas Stars,3,SO,18532,2:44,
12/28/2019,Detroit Red Wings,4,Florida Panthers,5,,17731,2:29,
12/28/2019,Nashville Predators,4,Pittsburgh Penguins,6,,18628,2:33,
12/28/2019,Philadelphia Flyers,1,San Jose Sharks,6,,16819,2:22,
12/28/2019,Montreal Canadiens,4,Tampa Bay Lightning,5,,19092,2:34,
12/28/2019,New York Rangers,5,Toronto Maple Leafs,4,OT,19492,2:36,
12/28/2019,Los Angeles Kings,2,Vancouver Canucks,3,,18837,2:20,
12/28/2019,Arizona Coyotes,1,Vegas Golden Knights,4,,18461,2:29,
12/29/2019,Philadelphia Flyers,2,Anaheim Ducks,1,OT,16238,2:36,
12/29/2019,Dallas Stars,4,Arizona Coyotes,2,,17125,2:44,
12/29/2019,Buffalo Sabres,2,Boston Bruins,3,,17850,2:33,
12/29/2019,Chicago Blackhawks,3,Columbus Blue Jackets,2,SO,18544,2:41,
12/29/2019,Vancouver Canucks,5,Calgary Flames,2,,19289,2:30,
12/29/2019,Montreal Canadiens,5,Florida Panthers,6,,19651,2:35,
12/29/2019,New York Islanders,3,Minnesota Wild,1,,17506,2:26,
12/29/2019,New Jersey Devils,4,Ottawa Senators,3,OT,14005,2:31,
12/29/2019,Winnipeg Jets,1,St. Louis Blues,4,,18096,2:27,
12/29/2019,Detroit Red Wings,1,Tampa Bay Lightning,2,,19092,2:20,
12/30/2019,Ottawa Senators,2,Pittsburgh Penguins,5,,18653,2:37,
12/31/2019,St. Louis Blues,1,Arizona Coyotes,3,,14618,2:21,
12/31/2019,Tampa Bay Lightning,6,Buffalo Sabres,4,,18465,2:29,
12/31/2019,Montreal Canadiens,1,Carolina Hurricanes,3,,18680,2:50,
12/31/2019,Florida Panthers,1,Columbus Blue Jackets,4,,18977,2:23,
12/31/2019,Chicago Blackhawks,5,Calgary Flames,3,,19289,2:46,
12/31/2019,Winnipeg Jets,7,Colorado Avalanche,4,,18147,2:37,
12/31/2019,San Jose Sharks,0,Detroit Red Wings,2,,19515,2:24,
12/31/2019,New York Rangers,5,Edmonton Oilers,7,,18347,2:37,
12/31/2019,Philadelphia Flyers,3,Los Angeles Kings,5,,17982,2:25,
12/31/2019,Toronto Maple Leafs,4,Minnesota Wild,1,,18164,2:29,
12/31/2019,Boston Bruins,2,New Jersey Devils,3,SO,16514,2:33,
12/31/2019,Anaheim Ducks,2,Vegas Golden Knights,5,,18320,2:28,
12/31/2019,New York Islanders,4,Washington Capitals,3,,18573,2:26,
1/1/2020,Nashville Predators,2,Dallas Stars,4,,85630,2:45,NHL Winter Classic
1/2/2020,Anaheim Ducks,2,Arizona Coyotes,4,,14651,2:20,
1/2/2020,Columbus Blue Jackets,2,Boston Bruins,1,OT,17850,2:22,
1/2/2020,Edmonton Oilers,2,Buffalo Sabres,3,OT,19070,2:34,
1/2/2020,New York Rangers,3,Calgary Flames,4,,19038,2:21,
1/2/2020,St. Louis Blues,3,Colorado Avalanche,7,,18135,2:31,
1/2/2020,Tampa Bay Lightning,2,Montreal Canadiens,1,,20904,2:25,
1/2/2020,New Jersey Devils,2,New York Islanders,1,,13917,2:34,
1/2/2020,Florida Panthers,6,Ottawa Senators,3,,10991,2:28,
1/2/2020,San Jose Sharks,3,Pittsburgh Penguins,2,OT,18620,2:35,
1/2/2020,Chicago Blackhawks,5,Vancouver Canucks,7,,18871,2:29,
1/2/2020,Philadelphia Flyers,4,Vegas Golden Knights,5,,18415,2:38,
1/2/2020,Toronto Maple Leafs,6,Winnipeg Jets,3,,15325,2:21,
1/3/2020,Washington Capitals,4,Carolina Hurricanes,3,,18680,2:29,
1/3/2020,Detroit Red Wings,1,Dallas Stars,4,,18532,2:23,
1/4/2020,Philadelphia Flyers,2,Arizona Coyotes,6,,17125,2:32,
1/4/2020,Edmonton Oilers,4,Boston Bruins,1,,17850,2:24,
1/4/2020,Florida Panthers,2,Buffalo Sabres,3,,17731,2:21,
1/4/2020,San Jose Sharks,3,Columbus Blue Jackets,2,,18874,2:26,
1/4/2020,Nashville Predators,4,Los Angeles Kings,1,,18230,2:33,
1/4/2020,Winnipeg Jets,2,Minnesota Wild,3,OT,17271,2:35,
1/4/2020,Pittsburgh Penguins,3,Montreal Canadiens,2,OT,21302,2:34,
1/4/2020,Colorado Avalanche,5,New Jersey Devils,2,,16514,2:34,
1/4/2020,Tampa Bay Lightning,5,Ottawa Senators,3,,13914,2:27,
1/4/2020,New York Islanders,0,Toronto Maple Leafs,3,,19536,2:16,
1/4/2020,New York Rangers,1,Vancouver Canucks,2,,18871,2:29,
1/4/2020,St. Louis Blues,4,Vegas Golden Knights,5,OT,18334,2:42,
1/5/2020,Nashville Predators,4,Anaheim Ducks,5,SO,15858,2:52,
1/5/2020,Tampa Bay Lightning,3,Carolina Hurricanes,1,,18015,2:28,
1/5/2020,Detroit Red Wings,2,Chicago Blackhawks,4,,21493,2:16,
1/5/2020,Calgary Flames,5,Minnesota Wild,4,SO,17204,2:43,
1/5/2020,Florida Panthers,4,Pittsburgh Penguins,1,,18564,2:25,
1/5/2020,San Jose Sharks,4,Washington Capitals,5,OT,18573,2:34,
1/6/2020,Columbus Blue Jackets,4,Los Angeles Kings,2,,14964,2:15,
1/6/2020,Winnipeg Jets,3,Montreal Canadiens,2,,20882,2:29,
1/6/2020,Colorado Avalanche,0,New York Islanders,1,,13241,2:29,
1/6/2020,Edmonton Oilers,6,Toronto Maple Leafs,4,,19507,2:32,
1/7/2020,Columbus Blue Jackets,4,Anaheim Ducks,3,,16153,2:27,
1/7/2020,Philadelphia Flyers,4,Carolina Hurricanes,5,OT,15072,2:41,
1/7/2020,Calgary Flames,2,Chicago Blackhawks,1,,21274,2:21,
1/7/2020,Montreal Canadiens,3,Detroit Red Wings,4,,17538,2:28,
1/7/2020,Arizona Coyotes,5,Florida Panthers,2,,12120,2:36,
1/7/2020,New York Islanders,4,New Jersey Devils,3,OT,14518,2:28,
1/7/2020,Boston Bruins,6,Nashville Predators,2,,17623,2:40,
1/7/2020,Colorado Avalanche,3,New York Rangers,5,,17082,2:30,
1/7/2020,San Jose Sharks,2,St. Louis Blues,3,,18096,2:26,
1/7/2020,Vancouver Canucks,2,Tampa Bay Lightning,9,,19092,2:34,
1/7/2020,Pittsburgh Penguins,4,Vegas Golden Knights,3,,18298,2:30,
1/7/2020,Ottawa Senators,1,Washington Capitals,6,,18573,2:23,
1/8/2020,Dallas Stars,2,Los Angeles Kings,1,,17129,2:24,
1/8/2020,Washington Capitals,2,Philadelphia Flyers,3,,18595,2:23,
1/8/2020,Winnipeg Jets,4,Toronto Maple Leafs,3,SO,19397,2:31,
1/9/2020,Dallas Stars,3,Anaheim Ducks,0,,15419,2:28,
1/9/2020,Winnipeg Jets,4,Boston Bruins,5,,17850,2:31,
1/9/2020,Minnesota Wild,1,Calgary Flames,2,,18634,2:26,
1/9/2020,Nashville Predators,5,Chicago Blackhawks,2,,21440,2:22,
1/9/2020,Vancouver Canucks,2,Florida Panthers,5,,12648,2:29,
1/9/2020,Edmonton Oilers,4,Montreal Canadiens,2,,21302,2:31,
1/9/2020,New Jersey Devils,3,New York Rangers,6,,17007,2:31,
1/9/2020,Columbus Blue Jackets,1,San Jose Sharks,3,,17085,2:24,
1/9/2020,Buffalo Sabres,1,St. Louis Blues,5,,18096,2:24,
1/9/2020,Arizona Coyotes,0,Tampa Bay Lightning,4,,19092,2:26,
1/9/2020,Los Angeles Kings,5,Vegas Golden Knights,2,,18281,2:31,
1/10/2020,Arizona Coyotes,0,Carolina Hurricanes,3,,16476,2:20,
1/10/2020,Pittsburgh Penguins,4,Colorado Avalanche,3,OT,18132,2:32,
1/10/2020,Ottawa Senators,2,Detroit Red Wings,3,SO,18724,2:46,
1/11/2020,Vancouver Canucks,6,Buffalo Sabres,3,,18509,2:32,
1/11/2020,Los Angeles Kings,0,Carolina Hurricanes,2,,18680,2:27,
1/11/2020,Edmonton Oilers,3,Calgary Flames,4,,19289,2:24,
1/11/2020,Anaheim Ducks,2,Chicago Blackhawks,4,,21548,2:24,
1/11/2020,Boston Bruins,3,New York Islanders,2,OT,14962,2:28,at Barclays Center (Brooklyn NY)
1/11/2020,Montreal Canadiens,2,Ottawa Senators,1,OT,18088,2:37,
1/11/2020,Tampa Bay Lightning,1,Philadelphia Flyers,0,,19866,2:23,
1/11/2020,Dallas Stars,1,San Jose Sharks,2,,17562,2:19,
1/11/2020,New York Rangers,2,St. Louis Blues,5,,18096,2:20,
1/11/2020,Columbus Blue Jackets,3,Vegas Golden Knights,0,,18400,2:16,
1/11/2020,New Jersey Devils,5,Washington Capitals,1,,18573,2:30,
1/12/2020,Pittsburgh Penguins,4,Arizona Coyotes,3,SO,13755,2:39,
1/12/2020,Buffalo Sabres,5,Detroit Red Wings,1,,18312,2:26,
1/12/2020,Toronto Maple Leafs,4,Florida Panthers,8,,15535,2:33,
1/12/2020,Vancouver Canucks,4,Minnesota Wild,1,,17348,2:25,
1/12/2020,Tampa Bay Lightning,1,New Jersey Devils,3,,14203,2:52,
1/12/2020,Nashville Predators,1,Winnipeg Jets,0,,15325,2:23,
